Row	ID	AllWeights	AllProperties
348	WS39280		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
349	WS31946	1 גביע (חלקים 1 ס מ. קצוצים. באופן רופף ארוזות)=57|1 עלה בינוני (כ 14 ס מ)=8|0.4 חסה בינונית (15 ס מ)=215|0.7 כוס (מגורר)=50.5|1 גביע (חלקים 1 ס מ, קצוצים, באופן רופף ארוזות)=57|1 חסה גדולה (15 ס מ)=755|1 עלה גדול (בערך 18 ס מ)=15|1 עלה קטן (מגורר)=5|1 ראש קטן (מגורר)=325	0315|041.35|050.15|062.85|071.3|080.8|110.1|1236|130.85|14195|1528|179.2
350	WS29226		03110|043.8|050.15|0623
351	WS24662	1 תפוז (7 ס מ)=130|1 כוס (סעיפים)=180|1 גדול (8 ס"מ)=185|1 קטן (6 ס מ)=96	0347|040.95|050.1|0612|072.4|089.35|110.05|1240|130.1|14180|1753
352	WS39725	1 כפות|1 כפיות	03605|0425|0550.5|0619.5|076|089.2|0910.5|1024|1114|1243|131.85|14650|15460
353	WS168199		0316|042|050.55|060.4|080.3|090.15|100.25|110.1|124|130.2|1486|15305
354	WS40830	0.1 בינוני (6 ס מ)=11|0.3 גדול=45|1 כוס (קצוצים)=160|1 כוס (פרוסות)=115|1 כף (קצוצים)=10|1 פרוסה גדולה (1 ס מ)=38|1 פרוסה בינונית=14|1 קטן=70|1 פרוסה דק=9|10 טבעות=60	0344|041.35|050.2|0610|071.4|084.75|090.05|100.05|110.05|1222|130.25|14165|153|175.2
355	WS50004		0332|041.85|050.2|067.35
356	WS34733	1 בינוני (6 ס מ)=10|2 קוקי=24.5|1 גדול (9 ס מ- 10 ס מ)=40|1 עוגיות בגודל ביס (6 ס מ)=2.2	03475|045.1|0523.5|0664|072.4|0835|099.95|107.3|112.7|1226|133.2|14145|15345
357	WS31994	1 בר=43|0.1 כוסות	03470|0411|0519.5|0663|074.7|0825.5|0910.5|104|113.7|1265|133.45|14385|15190|171.05
358	WS40786	4 בינוני (3 ס"מ)=48|2 קטן (2 ס מ)=14|1 כוס (פרוסות)=165|1 גביע (חצאים)=150|1 כוס (מחית)=230|1 כוסות=145|1 גדול מאוד (4 ס מ)=27|1 גדול (3 ס"מ)=18|1 ליטר (3 ס"מ)=355	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
359	WS37510	0.4 כוס (חתיכות)=62.5|2 פטריה|1 כפות=9.8	0328|042.15|050.45|065.3|072.2|082.35|090.05|110.2|126|131.75|14355|152|174|180.2
360	WS42342		0334.5|041.7|066.1
361	WS54652		03185
362	WS51406	10 אסימונים=12|0.2 שקית=33.5|1 כוסות	03540|046.55|0536.5|0651|074.4|080.35|094|1016|1116|1224|131.6|141650|15480|1718.5
363	WS41697	1 כוסות|0.5 כוס קטן|1 כוס גדול=355	0379|041.35|055.3|066.8|070.7|080.4|090.95|101.2|112.9|1212|130.2|1464|15690|180.2
364	WS217344		0337.5|040.75|050.05|069.6
365	WS44908	1 כפות|1 כפיות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|15715|16215|181.5
366	WS42107		0392|043|052|064
367	WS35458		0365
368	WS28928		03240
369	WS60774	1 קטן יכול=170|1 כפות	0382|044.3|050.45|0619|074.1|0812|090.1|100.05|110.15|1236|133|141000|1559|1722
370	WS28928		03240
371	WS40833		03270
372	WS40833		03270
373	WS86809	0.2 פיצה בינונית (110 ס מ)=120|1 פרוסה=76	03300|0413|0514|0631|072.5|083.6|096.2|103.5|113.05|12290|131.7|14200|15740|1628|173
374	WS134317		033200
375	WS56138	1 כוסות|1.4 כפות	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
376	WS39280		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
377	WS37933	1 חצי כפית=17|1 כפות|1 חבילה=9	03110|041.25|050.2|0626|070.3|0821.5|090.05|100.05|110.15|1216|130.4|14315|15905|174.1
378	WS37510	0.4 כוס (חתיכות)=62.5|2 פטריה|1 כפות=9.8	0328|042.15|050.45|065.3|072.2|082.35|090.05|110.2|126|131.75|14355|152|174|180.2
379	WS42107		0392|043|052|064
380	WS34520	1 פרוסה=28|0.1 גביע (קצוץ)=13|1.5 פרוסות=28|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03235|0418|0514|0611|088|098.85|104.15|110.4|12530|130.2|14330|151600|1653|180.3
381	WS104350		03220
382	WS22321	1 פרוסה=120|2 פרוסות=120|1 פיצה=945	03265|0411.5|059.7|0633.5|072.3|083.6|094.45|102.6|111.7|12190|132.5|14170|15600|1617|171.4
383	WS60885		0319
384	WS24662	1 תפוז (7 ס מ)=130|1 כוס (סעיפים)=180|1 גדול (8 ס"מ)=185|1 קטן (6 ס מ)=96	0347|040.95|050.1|0612|072.4|089.35|110.05|1240|130.1|14180|1753
385	WS25071	1 כיכר (ריבוע 10 ס מ)=33|1 עגול (10 ס מ)=33	03310|047.2|059.6|0649.5|072.4|085|091.65|104.9|112.2|12305|136.9|14145|15730|1615
386	WS56138	1 כוסות|1.4 כפות	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
387	WS28928		03240
388	WS50315		03315|040.4|0678
389	WS34335	1 פרוסה=25|2 פרוסות=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03265|049.15|053.2|0649|072.7|085.05|090.7|100.6|111.6|12260|133.6|14115|15490
390	WS168290		03405|044.5|052.5|0690
391	WS171937		0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
392	WS25045	1 פרוסה=8|1 פרוסה דק=5|1 פרוסה עבה=12|1 פרוסה עבה=12	03540|0437|0542|061.45|0913.5|1018.5|114.55|1211|131.45|14565|151700|16110|181
393	WS27474	1 כוסות	0369|044.75|050.55|0617|075.6
394	WS32415		03200
395	WS61825		03425
396	WS61064		0317
397	WS60865		0339.5
398	WS101020		03345
399	WS169395		03165
400	WS61064		0317
401	WS39961	5 כפיות|1 כוסות|1 כפות	03180|042.3|0518|063.05|082.9|0911.5|105.05|110.85|12110|130.15|14140|1580|1652|170.9|180.4
402	WS44382		03140
403	WS44333	1 בינוני טריז (מלון 1/8)=69|1 טריז גדול (מלון 1/8)=100|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0336|040.6|050.15|067.55|070.4|086.2|100.05|110.05|127|130.25|14110|151|178.1
404	WS43067	1 פנקייק=40|0.5 פנקייק (15 ס מ)=36.5|1 מיני פנקייק (15 ס מ)=10|1 עוז=28.5	03300|047.25|0513.5|0647.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
405	WS47393		03360
406	WS51007		0381.5
407	WS50404	1 פרוסה=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03270|0411|054.2|0651|075.35|083.85|090.65|101.3|110.8|1273|132.85|14165|15605|170.4
408	WS24154		03290|049.95|0522.5|0611.5
409	WS36982	1.5 כפית אריזתם=4.5|2 כפית ארוזים|1 חבילה=2.8|1 כוס ארוזים=220|1 כוס אריזתם=145	03385|06100|08100|121|130.05|142|151
410	WS32418	1 כוס קטן=180|1 כוס גדול=355|1 כוסות	0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
411	WS28444	1 אבוקדו=200|1 כוס (פרוסות)=145|1 כוס (קוביות)=150|0.2 כוס (מחית)=46	03160|042|0514.5|068.55|076.7|080.65|092.15|109.8|111.8|1212|130.55|14485|157|1710
412	WS28037	0.5 כוסות	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
413	WS165592		03100
414	WS26671		0352
415	WS40833		03270
416	WS50004		0332|041.85|050.2|067.35
417	WS50000		03195
418	WS47393		03360
419	WS45481		0396
420	WS77407	1 כוסות|250.3 גרמים	03105|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
421	WS63956	1 חתיכה=125|1 חתיכה קטנה=80	03320|045.55|0522.5|0625|070.4|0822|099.9|108.65|111.6|1251|130.65|1490|15440|1655|170.4|180.5
422	WS19623		03150|049.45|053.5|0616|085.2|090.7|100.3|110.05|12125|130.05|14150|1544.5|165.45|181.2
423	WS106525		03320|0411.5|051.4|0665
424	WS28657	1 פרוסה=28|0.2 כוס (מגורר)=22.5|1 גביע (קצוץ)=130|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03405|0425|0533|061.3|080.5|0921|109.4|110.95|12720|130.7|1498|15620|16105|180.6
425	WS168290		03405|044.5|052.5|0690
426	WS24663	1 מיכל בינוני=185|1 מיכל קטן=125	0367.5|044.3|052.15|067.15
427	WS22566		03285
428	WS51406	10 אסימונים=12|0.2 שקית=33.5|1 כוסות	03540|046.55|0536.5|0651|074.4|080.35|094|1016|1116|1224|131.6|141650|15480|1718.5
429	WS38333	1.5 כוס (מגורר)=105|1 כוסות|1 עלה (מגורר)=15|1 כוס (קצוצים)=89|1 כרוב גדול (בערך 18 ס מ)=1250|1 עלה גדול (בערך 18 ס מ)=33|1 כרוב בינוני (כ 14 ס מ)=910|1 עלה בינוני (כ 14 ס מ)=23|1 כרוב קטן (בערך 11 ס מ)=715	0323|041.25|050.05|065.5|071.9|082.8|1248|130.15|14195|158|1737.5
430	WS60885		0319
431	WS40830	0.1 בינוני (6 ס מ)=11|0.3 גדול=45|1 כוס (קצוצים)=160|1 כוס (פרוסות)=115|1 כף (קצוצים)=10|1 פרוסה גדולה (1 ס מ)=38|1 פרוסה בינונית=14|1 קטן=70|1 פרוסה דק=9|10 טבעות=60	0344|041.35|050.2|0610|071.4|084.75|090.05|100.05|110.05|1222|130.25|14165|153|175.2
432	WS40786	4 בינוני (3 ס"מ)=48|2 קטן (2 ס מ)=14|1 כוס (פרוסות)=165|1 גביע (חצאים)=150|1 כוס (מחית)=230|1 כוסות=145|1 גדול מאוד (4 ס מ)=27|1 גדול (3 ס"מ)=18|1 ליטר (3 ס"מ)=355	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
433	WS40486	1 כוס (בצורת ספירלה)=135|1 כוסות|1 כוס (פגזים קטנים)=115	03175|046.4|051.25|0634|071.9|081.25|090.25|100.15|110.35|1217.5|131.4|1467.5|151
434	WS40484	1 כפות|1 כפיות	03390|040.9|0533.5|0624|086.4|094.9|109|1118|1214|130.2|149|15710|1626|180.1
435	WS36982	1.5 כפית אריזתם=4.5|2 כפית ארוזים|1 חבילה=2.8|1 כוס ארוזים=220|1 כוס אריזתם=145	03385|06100|08100|121|130.05|142|151
436	WS47393		03360
437	WS44333	1 בינוני טריז (מלון 1/8)=69|1 טריז גדול (מלון 1/8)=100|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0336|040.6|050.15|067.55|070.4|086.2|100.05|110.05|127|130.25|14110|151|178.1
438	WS43067	1 פנקייק=40|0.5 פנקייק (15 ס מ)=36.5|1 מיני פנקייק (15 ס מ)=10|1 עוז=28.5	03300|047.25|0513.5|0647.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
439	WS70820	1 כוסות|330 גרמים|1 כוס קטן=180|1 כוס גדול=355	0347
440	WS61092		0330|051
441	WS35317		0365.5|042.85|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
442	WS34733	1 בינוני (6 ס מ)=10|2 קוקי=24.5|1 גדול (9 ס מ- 10 ס מ)=40|1 עוגיות בגודל ביס (6 ס מ)=2.2	03475|045.1|0523.5|0664|072.4|0835|099.95|107.3|112.7|1226|133.2|14145|15345
443	WS32265		03545
444	WS23044		03200|0425|058
445	WS51514		0364.5|043|052|062.4
446	WS47035	100 גרמים	03380|0414|054.75|0670|073.2|089.6|091.15|100.65|110.8|12145|132.75|14350|15680|167|170.7
447	WS44908	1 כפות|1 כפיות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|15715|16215|181.5
448	WS44909	0.5 מיכל קטן=5.6|8 כפות|0.3 כוסות	03925|042.7|0519.5|063.65|080.15|0912|105.6|110.7|1296|130.05|14120|1540|1666|170.8|180.4
449	WS59097		03210
450	WS133073	0.5 כוסות	03140|044.55|052.05|0625|071.2|080.4|090.4|100.6|110.55|1212|131.45|1438|155|1629|180.1
451	WS52867		0323|042.15|050.5|063.65
452	WS56637		03285
453	WS86809	0.2 פיצה בינונית (110 ס מ)=120|1 פרוסה=76	03300|0413|0514|0631|072.5|083.6|096.2|103.5|113.05|12290|131.7|14200|15740|1628|173
454	WS333008	0.4 כוס (קצוצים)=73.5|1 גבעול בינונית (19 ס מ- 20 ס מ)=180|1 גבעול גדול (12 ס מ- 15 ס מ)=280|1 גבעול קטן (12 ס מ)=140	0334|042.8|050.35|066.65|072.6|081.7|090.05|110.05|1247|130.75|14315|1533|1789
455	WS31262	1 כוס גדול=355|1 כוסות=235|1 כוס קטן=180	031|060.3|1437|153
456	WS26671		0352
457	WS31740		03100
458	WS30505	1 כוסות	03160|045.95|050.95|0632|071.8|080.55|090.2|100.15|110.3|127|131.3|1444|151
459	WS70870		03100|0414.5|058.55|062.45
460	WS274211	1 עוז (14 חצאים)=28.5|1 כוסות=25|1 כוס (קלופים (50 חצאים)=100|1 כוס (קצוצים)=115|1 גביע (הקרקע)=80|1 גביע (מעטפת)=28|1 גביע (חתיכות או צ'יפס)=120	03655|0415|0565|0613.5|076.7|082.6|096.15|108.95|1147|1298|132.9|14440|152|171.3
461	WS26070	1 בינוני=180|1 גדול=230|1 קטן=150|1 כוס (פרוסות)=140|1 כוס (קוביות)=160	0357|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
462	WS35492		0324|041|050.2|065.7
463	WS38333	1.5 כוס (מגורר)=105|1 כוסות|1 עלה (מגורר)=15|1 כוס (קצוצים)=89|1 כרוב גדול (בערך 18 ס מ)=1250|1 עלה גדול (בערך 18 ס מ)=33|1 כרוב בינוני (כ 14 ס מ)=910|1 עלה בינוני (כ 14 ס מ)=23|1 כרוב קטן (בערך 11 ס מ)=715	0323|041.25|050.05|065.5|071.9|082.8|1248|130.15|14195|158|1737.5
464	WS86809	0.2 פיצה בינונית (110 ס מ)=120|1 פרוסה=76	03300|0413|0514|0631|072.5|083.6|096.2|103.5|113.05|12290|131.7|14200|15740|1628|173
465	WS28037	0.5 כוסות	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
466	WS28376	1 בינוני (6 ס"מ 8 ס"מ)=215|1 קטן (4 ס מ 6 ס מ)=170|0.5 כוס (קצוץ)=75|1 גדול (8 ס"מ 11 ס"מ)=370|4 קטנים (6 ס"מ 8 ס"מ)=425	0377|042|050.1|0617.5|072.2|080.8|090.05|110.05|1212|130.8|14420|156|1719.5
467	WS38054	1 בינוני (6 ס"מ 8 ס"מ)=215|1.2 קטן (4 ס מ 6 ס מ)=205|1 רבע=215|1 גדול (8 ס"מ 11 ס"מ)=370|0.5 כוס (קצוץ)=75	0393|041.95|050.1|0621.5|071.5|081.7|090.05|110.05|125|130.35|14390|155|1713
468	WS41208	0.5 כוס גדול=180|1 כוס קטן=180|1 כוסות	0360.5|042.35|051.9|068.1|080.3|090.15|100.25|110.1|124|130.2|1486|15305
469	WS41600	1 עוגת ספוג=42|1 הקאפקייקס=50	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
470	WS45776	18.3 צ'יפס=91.5|1 מנה גדולה=155	03160|042.65|055.2|0627.5|072.8|080.3|091.05|103.25|110.3|1212|130.75|14450|15390|1713.5
471	WS43067	1 פנקייק=40|0.5 פנקייק (15 ס מ)=36.5|1 מיני פנקייק (15 ס מ)=10|1 עוז=28.5	03300|047.25|0513.5|0647.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
472	WS45949	100 גרמים	03400|044.4|055.1|0685.5|072.5|0844.5|093.35|100.65|110.75|1211|1319.5|14185|15755
473	WS57235		03230
474	WS56138	1 כוסות|1.4 כפות	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
475	WS120770	0.8 כוס קטן=140|1 כוסות=235|1 כוס גדול=355	0347|040.7|050.1|0611.5|070.3|088.3|110.05|12140|130.15|14180|152|1733.5
476	WS40786	4 בינוני (3 ס"מ)=48|2 קטן (2 ס מ)=14|1 כוס (פרוסות)=165|1 גביע (חצאים)=150|1 כוס (מחית)=230|1 כוסות=145|1 גדול מאוד (4 ס מ)=27|1 גדול (3 ס"מ)=18|1 ליטר (3 ס"מ)=355	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
477	WS40486	1 כוס (בצורת ספירלה)=135|1 כוסות|1 כוס (פגזים קטנים)=115	03175|046.4|051.25|0634|071.9|081.25|090.25|100.15|110.35|1217.5|131.4|1467.5|151
478	WS43464		03120|042.95|050.55|0618.5|070.9|084|090.15|100.1|110.15|1213|130.9|14190|15270|161
479	WS47857	1 תירס קטן (14 ס מ 16 ס"מ)=89|0.3 תירס בינוני (17 ס מ 19 ס מ)=31|1 גביע (קאט)=150|1 אוזן גדולה (19 ס מ 22 ס"מ)=120|1 התירס הגמדי (19 ס מ 22 ס"מ)=8|1 תירס (19 ס מ 22 ס"מ)=77	0396|043.4|051.5|0621|072.4|084.55|090.2|100.35|110.6|123|130.45|14220|151|175.5
480	WS58464		0315
481	WS99277	0.5 כוסות=125|1 כוסות=245	03175|0411.5|0513|063.05|080.25|098.3|103.65|110.4|12205|130.4|14105|1584|1651|180.2
482	WS19259	1 ביסקוויט (6 ס מ)=35|1 בינוני=51|0.6 קטן=21|1 גדול=77	03360|046.2|0516.5|0648.5|071.3|083.5|092.5|106.9|116.2|1249|133.3|14225|15940|161
483	WS217344		0337.5|040.75|050.05|069.6
484	WS35815	1 פרוסה עבה=85|1 חתיכה=285|0.6 סטייק סירלוין=99|0.7 סטייק גדול=140|1.4 פרוסה דק=38|1 צלעות=270|1 להב=245	03290|0426.5|0519.5|097.75|108.45|110.7|129|132.7|14320|1563|1687|180.3
485	WS35458		0365
486	WS39961	5 כפיות|1 כוסות|1 כפות	03180|042.3|0518|063.05|082.9|0911.5|105.05|110.85|12110|130.15|14140|1580|1652|170.9|180.4
487	WS34521	1 המבורגר=315	03290|0423|0520.5|098.8|109.35|110.65|1211|132.4|14305|1577|1684|180.2
488	WS12857		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
489	WS29232	1 בינוני (8 ס"מ)=180|1 קטן (7 ס מ)=150|1 גדול (8 ס"מ)=225|1 קטנה במיוחד (6 ס מ)=100|1 כוס (קצוצים)=125|1 כוס (פרוסות)=110	0352|040.25|050.15|0614|072.4|0810.5|090.05|110.05|126|130.1|14105|151|174.6
490	WS32877	1 מיכל בינוני=185|1 מיכל קטן=125	0384|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
491	WS32414		0329|040.9|050.4
492	WS29247		03150|051.05|0650
493	WS41207	0.5 כוס (קצוצים)=92|1 גבעול בינונית (19 ס מ- 20 ס מ)=180|1 גבעול גדול (12 ס מ- 15 ס מ)=280|1 גבעול קטן (12 ס מ)=140	0328|043.1|050.1|065.35|073|081.45|110.05|1251|130.6|14180|1524|1740
494	WS30505	1 כוסות	03160|045.95|050.95|0632|071.8|080.55|090.2|100.15|110.3|127|131.3|1444|151
495	WS39961	5 כפיות|1 כוסות|1 כפות	03180|042.3|0518|063.05|082.9|0911.5|105.05|110.85|12110|130.15|14140|1580|1652|170.9|180.4
496	WS41378	0.5 חבילה קטנה=42.5|1 אינץ ' מעוקב=16|1 פרוסה=25|1 כפות|1 כף קצפת=10|1 עוז=28.5	03320|045.9|0533.5|064.05|083.2|0919.5|108.6|111.45|1298|130.4|14140|15320|16110|180.6
497	WS41697	1 כוסות|0.5 כוס קטן|1 כוס גדול=355	0379|041.35|055.3|066.8|070.7|080.4|090.95|101.2|112.9|1212|130.2|1464|15690|180.2
498	WS40787	1 טריז גדול (מלון 1/8)=100|1 בינוני טריז (מלון 1/8)=69|0.2 פרוסה=60|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0374|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
499	WS176217	0.1 פאי	03210|044.8|0511.5|0619|071|082.4|094.2|103.95|112.75|1221|130.6|14105|15405|1617|171|180.1
500	WS165388		03230|0410.5|053|0635.5|079.8|090.6|100.8|111.2|1233|132|14235|15435|160.7
501	WS36727	1 כוסות|1 כוס קטן=180|1 כוס גדול=355	0383|043.15|053.4|0610.5|070.8|089.55|092.1|101|110.1|12110|130.25|14165|1560|1612|170.9|181.3
502	WS54241	1 בינוני (9 ס מ 10 ס מ)=105|1 גדול (11 ס מ)=130|1 בייגל מיני (6 ס מ)=26|1 קטן (8 ס"מ)=69|1 עוז=28.5	03225|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
503	WS19623		03150|049.45|053.5|0616|085.2|090.7|100.3|110.05|12125|130.05|14150|1544.5|165.45|181.2
504	WS33579	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03380|0427|0528|065.4|081.3|0918|107.25|110.95|12790|130.2|1477|15190|1692|180.5
505	WS62667	7.3 אונקיית נוזל	039|040.1|050.2|061.65|090.1|110.1|122|130.15|14115|1514|170.2
506	WS61092		0330|051
507	WS37004	1 בר=68|1 חטיף=68	03355|0414|053.1|0669.5|075.7|0830|091.3|101.05|110.6|12505|1311.5|14360|15145|1792.5
508	WS36983	2 כפיות|1 כפות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|1511|16215|181.5
509	WS36065		03345|0412|051.5|0679
510	WS39811	1 כוסות	0385|040.05|062.6|080.6|128|130.45|14125|154
511	WS171937		0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
512	WS36123		0326|054
513	WS28037	0.5 כוסות	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
514	WS171937		0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
515	WS168199		0316|042|050.55|060.4|080.3|090.15|100.25|110.1|124|130.2|1486|15305
516	WS36983	2 כפיות|1 כפות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|1511|16215|181.5
517	WS33579	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03380|0427|0528|065.4|081.3|0918|107.25|110.95|12790|130.2|1477|15190|1692|180.5
518	WS37678	13.4 גרמים	03340|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
519	WS32414		0329|040.9|050.4
520	WS36983	2 כפיות|1 כפות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|1511|16215|181.5
521	WS36042	1 כוס קטן=180|1 כוסות|1 כוס גדול=355	0371|043.25|051|0612.5|070.5|089.95|090.6|100.3|110.05|12115|130.25|14170|1561|163|170.9|181.1
522	WS27155	3 קרקרים סיבוב=9.6|1 ריבוע=3|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03525
523	WS29684	1 בינוני=44|1 גדול=50|2 כוס (קצוצים)=270|1 גדול מאוד=56|1 ג'מבו=63|1 קטן=38|1 כפות=8.5	03150|0410|0511|061.6|081.4|093.35|104.45|112.45|1266|131.3|14130|15145|16275|181.8
524	WS30505	1 כוסות	03160|045.95|050.95|0632|071.8|080.55|090.2|100.15|110.3|127|131.3|1444|151
525	WS26150	1 בינוני (6 ס מ)=110|1.5 כף (קצוצים)=15|0.2 קטן=14|1 גדול=150|1 כוס (קצוצים)=160|1 כוס (פרוסות)=115|1 פרוסה גדולה (1 ס מ)=38|1 פרוסה בינונית=14|1 פרוסה דק=9|10 טבעות=60	0340|041.1|050.1|069.35|071.7|084.25|090.05|1223|130.2|14145|154|177.4
526	WS26252	0.3 כוסות	03380|0413|056.6|0668.5|0710|081.15|091.2|102.1|112.35|12140|1310|14365|1568
527	WS29247		03150|051.05|0650
528	WS27155	3 קרקרים סיבוב=9.6|1 ריבוע=3|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03525
529	WS19259	1 ביסקוויט (6 ס מ)=35|1 בינוני=51|0.6 קטן=21|1 גדול=77	03360|046.2|0516.5|0648.5|071.3|083.5|092.5|106.9|116.2|1249|133.3|14225|15940|161
530	WS32877	1 מיכל בינוני=185|1 מיכל קטן=125	0384|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
531	WS50004		0332|041.85|050.2|067.35
532	WS28707	1 ריבוע=3|5 קרקרים סיבוב=16|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03735|046.6|0526|0661.5|072.1|087.45|095.4|106.65|1112.5|1295|133.8|14110|15750
533	WS52346	100 גרמים	03320|0410|052|0679|0717.5|0817|090.4|100.5|111.1|1252|1362|14590|15715|17205|183.5
534	WS41196	1 בינוני=44|2 ג'מבו=125|0.9999999 קטן=38|1.5 גדול=75|1 גדול מאוד=56|1 כוס (קצוצים)=135|1 כפות=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
535	WS40832		03280
536	WS45949	100 גרמים	03400|044.4|055.1|0685.5|072.5|0844.5|093.35|100.65|110.75|1211|1319.5|14185|15755
537	WS39939	1 קופסא=165|1 כוס (מוצק או נתחים)=155|1 קופסא גדולה (אזל)=355	0386|0419.5|050.95|090.2|100.1|110.3|1217|131.65|14180|15245|1636|181.2
538	WS47393		03360
539	WS54652		03185
540	WS86809	0.2 פיצה בינונית (110 ס מ)=120|1 פרוסה=76	03300|0413|0514|0631|072.5|083.6|096.2|103.5|113.05|12290|131.7|14200|15740|1628|173
541	WS53361	0.1 השד=68.5|0.2 כוס (קצוצים או חתוכה לקוביות)	03260|0425|0513|069|070.3|093.5|105.45|113.1|1220|131.25|14200|15275|1685|180.1
542	WS52867		0323|042.15|050.5|063.65
