Row	ID	AllWeights	AllProperties
398	WS49722	1 vừa (3 cm)=12|1 chén (thái lát)=165|1 chén (xay nhuyễn)=230|1 ly=145|1 lớn hơn (4 cm)=27|1 lớn (3 cm)=18|1 lít (3 cm)=355|1 nhỏ (2 cm)=7|1 phục vụ=145	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
399	WS46284		0385.5
400	WS126863		0337|041.35|068
401	WS97296		03435
402	WS97878		0398
403	WS262215	3 miếng=75|0.2 ly|1 phục vụ=85	03145|0430|052.1|090.6|100.65|110.55|129|130.7|14250|1599|1680|180.3
404	WS205952	1 ly|100 gram	03205|043.5|0511|0623.5|070.7|0821|096.8|102.95|110.45|12130|130.1|14200|1580|1644|170.6|180.2
405	WS278320		03290
406	WS33934	1 ly|1 chén nhỏ	03355|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
407	WS160439		03480|04440|0527.5|0656
408	WS49722	1 vừa (3 cm)=12|1 chén (thái lát)=165|1 chén (xay nhuyễn)=230|1 ly=145|1 lớn hơn (4 cm)=27|1 lớn (3 cm)=18|1 lít (3 cm)=355|1 nhỏ (2 cm)=7|1 phục vụ=145	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
409	WS42373		0349.5
410	WS152828	1 thường xuyên=7.2|1 chén (nhỏ)=50|10 thu nhỏ=7	03320|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
411	WS115255	1 nhỏ có thể=170|1 ly|1 muỗng canh=16	0382|044.3|050.45|0619|074.1|0812|090.1|100.05|110.15|1236|133|141000|15790|1722
412	WS152432		03170
413	WS139947		03215
414	WS141936		03385
415	WS103943		0394.5|0420|0516|0612
416	WS97296		03435
417	WS97879		0399.5|0418|052.7
418	WS40163	1 muỗng canh=5	03605|0448.5|0543|061.55|080.3|0913.5|1017|116.85|12235|134.35|14540|15480|161650|183.1
419	WS57179		0376
420	WS150717	100 gram	0385|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
421	WS50077	1 vừa cuống (19 cm - 20 cm)=180|1 nhỏ cuống (12 cm)=140|1 giáo (khoảng 12 cm)=37|1 lớn cuống (12 cm - 15 cm)=280	0335|042.4|050.4|067.2|073.3|081.4|090.1|100.05|110.15|1240|130.65|14295|1541|1765
422	WS316000		03340|04790|0569.5|0635.5
423	WS273597		03135
424	WS54739	100 gram	03215|0424.5|0512.5|092.8|105.1|112.9|1284|131.5|14445|15920|1682|171|182.2
425	WS60444	2 muỗng canh=32	03590|0425|0550.5|0619.5|076|089.2|0910.5|1024|1114|1243|131.85|14650|15460
426	WS60843		03160|0454|054.5|0618.5
427	WS78726	5 vòng bánh=16|1 hình chữ nhật=4|5 miếng=4|1 goi nho=40	03455|048.95|0517.5|0667.5|073.7|0814|092.75|104.3|119.25|1281|134.7|14205|15785
428	WS46205		03200
429	WS83169		03155
430	WS56373	1 thu nhỏ thanh=7|1 hộp=7	03540|047.65|0529.5|0659.5|073.4|0851.5|0918.5|107.2|111.4|12190|132.35|14370|1579|1623
431	WS89510		03320|041.4|050.2|0630.5
432	WS139947		03215
433	WS151075	1 ly|1 có thể=355|1 chén nhỏ=180	0322|065.5|085.5|1217|1712.5
434	WS150988	1 lon=330|1 chén nhỏ=180|2 chén lớn=710|1 ly	0341.5|040.45|063.55|124|1427|154
435	WS150945	0.2 Cúp=24|1 ly	03430|0422|0515.5|0650.5|0852|090.5|100.2|110.05|121250|130.3|141800|15535|1620|176.8
436	WS78254		03215|045.8|051|0650.5
437	WS57179		0376
438	WS56369	100 gram	03580|0419.5|0550|0624|0711|082.75|095.2|109.5|1133|1270|133.8|14850|153|171.4
439	WS46284		0385.5
440	WS97879		0399.5|0418|052.7
441	WS55065	2 slide=33.5|1 miếng to=150|1.3 s=100	03240|0426.5|0514|094.9|106|111.5|1220|131.1|14340|1557|1688|170.1|180.9
442	WS54251		03195|054.65
443	WS112629		03110
444	WS54602		0317|040.7|050.2|063.35
445	WS73990		03320|0423.5|052.4|0646
446	WS129431		03230
447	WS125060		03270
448	WS126869		03190
449	WS109528		0397.5
450	WS109525	1 trung=180|0.5 lớn=115|1 nhỏ=150|0.1 rất nhỏ=15|1 chén (thái lát)=140|1 phục vụ=165	0356|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
451	WS109517		0381.5|046.1|054.65|063.6
452	WS109131		031600|0417|0512
453	WS109129		03120|048.3|051|0610
454	WS22584	1 chén lớn=355|1 chén nhỏ=180|2 tách=80|1 ly	033.5|040.1|050.05|122|1449|152
455	WS24516	1 vú=290|1 cánh=49|1 phần thịt=100|1 đùi=290|2 miếng=32.5|0.7 thịt gà=205|1 v=290|1 c=49|1 miếng nhỏ=180|1 phần=250|0.5 con|0.8 Ức	03235|0427|0513.5|093.8|105.35|112.95|1215|131.25|14225|1582|1688
456	WS23658	1 vừa lát (10 cm x 6 cm x 4 cm)=64|1 nhỏ lát (5 cm x 6 cm x 4 cm)=32|1.3 lớn lát (15 cm x 6 cm x 4 cm)=125	03310|0412|052.2|0663|073.15
457	WS54733	1 gói=14|1 hộp to=40|5 cái=30|1 phục vụ	03275|040.15|0677.5|071|0851|127.6|130.2|1454.5|1530|170.9
458	WS109131		031600|0417|0512
459	WS43084		03455|049.15|0517.5|0666.5
460	WS42363		03100
461	WS42373		0349.5
462	WS46285		03105|0414|055.75|060.45
463	WS60895		0336.5|0438|053.5|060.95
464	WS61233	1 ly|1 chén nhỏ=180|1 chén lớn=355	0371|043.25|051|0612.5|070.5|089.95|090.6|100.3|110.05|12115|130.25|14170|1561|163|170.9|181.1
465	WS35232	1 trung bình (6 cm)=110|1 chén (thái lát)=115|2 t=100|1 lớn=150|1 muỗng canh (xắt nhỏ)=10|1 lớn lát (1 cm)=38|1 vừa lát=14|1 nhỏ=70|1 lát mỏng=9|10 vòng=60	0340|041.15|050.1|069.25|071.7|084.25|090.05|1223|130.2|14145|154|177.4
466	WS88643		03230
467	WS54618		0323
468	WS127759		0344|043|050.3
469	WS55136	1 trung=44|1 lớn=50|1 nhỏ=38|1 cực lớn=56|1 muỗng canh=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
470	WS316000		03340|04790|0569.5|0635.5
471	WS220460	0.5 nhỏ (4 cm đến 6 cm)|100 gram|1 trung bình (6 cm đến 8 cm)=215|1 lớn (8 cm đến 11 cm)=370	0384.5|042|050.1|0617.5|072.2|080.8|090.05|110.05|1212|130.8|14420|156|1719.5
472	WS126988		03565
473	WS160529		03405|0413|0528.5|0618
474	WS354998		03145
475	WS109865		03155
476	WS208248		0350
477	WS110811		03160
478	WS54602		0317|040.7|050.2|063.35
479	WS78262		0324.5
480	WS127356	32 đậu phộng=28|1 ly	03590|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
481	WS125060		03270
482	WS150723		03230|0424.5|052.15|0676
483	WS166267	1 gói=7.2|1 muỗng cà phê=4|1 muỗng canh=12	03325|0440.5|057.6|0641|0727|091|104.3|1230|132.15|14955|1551|170.3
484	WS94521		0327.5|041.3|051.25|062.05
485	WS100975		0352.5
486	WS167621	10 chip=12|1 ly|1 túi=170	03470|045|0518|0671.5|074.8|085|092.65|109.9|114.25|12125|130.8|14720|15635
487	WS111268	32 đậu phộng=28|1 ly=18	03600|0428|0552.5|0615.5|079.4|084.2|098.7|1026|1115.5|1261|131.5|14725|156|170.8
488	WS111229		03125|042|055.1|068.65
489	WS109863		03485
490	WS31557		03140|0412.5|059.4|060.7|080.35|093.1|103.6|111.9|1255.5|131.75|14140|15140|16365|182.05
491	WS160666		03210
492	WS150717	100 gram	0385|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
493	WS150723		03230|0424.5|052.15|0676
494	WS150774		03385|04595|05150|064950
495	WS151075	1 ly|1 có thể=355|1 chén nhỏ=180	0322|065.5|085.5|1217|1712.5
496	WS59516		0358|0419.5|054.35|0615
497	WS44918		0312|040.6|050.15|062.15|070.7|081.4|1214|130.2|14135|152|173.2
498	WS43084		03455|049.15|0517.5|0666.5
499	WS50077	1 vừa cuống (19 cm - 20 cm)=180|1 nhỏ cuống (12 cm)=140|1 giáo (khoảng 12 cm)=37|1 lớn cuống (12 cm - 15 cm)=280	0335|042.4|050.4|067.2|073.3|081.4|090.1|100.05|110.15|1240|130.65|14295|1541|1765
500	WS24515	1 trung bình (6 cm)=125|1 lớn (8 cm)=180|1 lát (1 cm)=20|1 hình nêm (1/4 của cà chua vừa)=31|1 nhỏ cà chua (6 cm)=91|1 lát dày/lớn (1 cm)=27|2 quả=100|0.8 ly|2 nhỏ cà chua (4cm)	0321|040.8|050.3|064.2|071.2|083.2|090.05|100.05|110.15|128.9|130.2|14225|151.7|1717.5
501	WS37393		03250
502	WS28627	1 ly|1 bát	03105|042.05|050.65|0623.5|070.95
503	WS29269	100 gram	03210|0428.5|059.65|093.5|104.35|110.75|1218|131.1|14425|1558.5|1681|170.6|180.7
504	WS31880	1 lát=8|1 lát dày=12|1 lát mỏng=5	03540|0437|0542|061.45|0913.5|1018.5|114.55|1211|131.45|14565|151700|16110|181
505	WS30793	0.3 Cúp bóng đá=24.5|1 bát=48.5|1.8 thìa nhỏ=48.5|1 ly	03380|0413|056.5|0668.5|0710|081|091.1|102|112.3|1252|134.25|14360|156.25
506	WS111268	32 đậu phộng=28|1 ly=18	03600|0428|0552.5|0615.5|079.4|084.2|098.7|1026|1115.5|1261|131.5|14725|156|170.8
507	WS125259	1 ly	03365|0450|0513.5|06925|079|0821|090.8|101|111.6|12345|1328|14485|15400|1720.5|183.4
508	WS94520	1 túi=170|1 bát=100|10 chip=12|1 ly	03270|044.95|056.1|0681
509	WS129431		03230
510	WS56028		0348
511	WS55041		03470|04390|0522|0656.5
512	WS100402	1 que=80	03215|043.8|0511|0628|071.2|0825.5|096.8|103.2|110.4|12110|130.95|14250|1576|1634|170.7|180.2
513	WS61291	0.6 chén nhỏ=105|2 chén lớn=710|1 ly	037|041.15|050.2|060.05|090.1|100.1|126|130.15|1454|15370
514	WS61015		03175
515	WS83100		03380|04205|0525|06240
516	WS150705	1 muỗng canh=13.5|1 muỗng cà phê	03885|05100|0918|1040.5|1137
517	WS150717	100 gram	0385|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
518	WS42503	1 miếng=325	03205|0430.5|059|093.4|103.85|110.35|127|132.55|14250|1541|1690|180.1
519	WS50076	100 gram	0328|041.9|050.4|065.65|072|081.25|090.05|100.05|110.2|1272|130.9|14230|1523|1741
520	WS178340		03250|059.45|0632.5
521	WS44879		03200|04150|0525|0625
522	WS126857		03125
523	WS246516		03240|0411|0523.5|0616.5
524	WS305590		03580|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
525	WS266835		03150|0520.5|0632
526	WS354998		03145
527	WS55856		03215
528	WS54739	100 gram	03215|0424.5|0512.5|092.8|105.1|112.9|1284|131.5|14445|15920|1682|171|182.2
529	WS60895		0336.5|0438|053.5|060.95
530	WS48193	1 phi lê=160|0.5 khuc=80|1 chép=160|1 khúc=100	03120|0415|055.95|091.3|102.55|111.1|128|130.25|14300|1598|1655|180.2
531	WS180361		03455
532	WS100975		0352.5
533	WS49966		03145
534	WS37446		03310|049.2|056.5
535	WS37486	1 túi=28|0.7 ly	03380|0413|054.55|0678|0714.5|080.85|090.55|101.1|111.9|127|133.2|14330|158
536	WS308810		03315|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
537	WS46285		03105|0414|055.75|060.45
538	WS56373	1 thu nhỏ thanh=7|1 hộp=7	03540|047.65|0529.5|0659.5|073.4|0851.5|0918.5|107.2|111.4|12190|132.35|14370|1579|1623
539	WS59517		03390|0426|0527.5|068.4
540	WS57628	1 chén lớn=355|1 chén nhỏ=180|1 ly	0352|042.6|051.95|066.05|070.3|080.55|090.55|100.85|110.55|129|131.35|1444|15705|1611
541	WS58780		0324.5|040.9|050.3|064.3|071.4|082.6|090.05|110.15|1227|130.35|14190|151|175.5
542	WS60335		0377.5
543	WS56373	1 thu nhỏ thanh=7|1 hộp=7	03540|047.65|0529.5|0659.5|073.4|0851.5|0918.5|107.2|111.4|12190|132.35|14370|1579|1623
544	WS48191		03350
545	WS109862		03430|0418|054.7
546	WS23658	1 vừa lát (10 cm x 6 cm x 4 cm)=64|1 nhỏ lát (5 cm x 6 cm x 4 cm)=32|1.3 lớn lát (15 cm x 6 cm x 4 cm)=125	03310|0412|052.2|0663|073.15
547	WS143759		0388
548	WS162645		0334
549	WS168609		03115|0424
550	WS163375		03105
551	WS160439		03480|04440|0527.5|0656
552	WS160664		03435
553	WS160672		03280|0496.5|0535|0648
554	WS266835		03150|0520.5|0632
555	WS273597		03135
556	WS195942		03405
557	WS54741	100 gram	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
558	WS114644	2 phục vụ=180|1 chén (miếng 1 cm. xắt nhỏ. lỏng lẻo đóng gói)=57|8 lớn lá (khoảng 18 cm)=120|1 chén (miếng 1 cm, xắt nhỏ, lỏng lẻo đóng gói)=57|1 vừa lá (khoảng 14 cm)=8|1 rau diếp trung bình (15 cm)=540|1 lớn rau diếp (15 cm)=755	0315|041.35|050.15|062.85|071.3|080.8|110.1|1236|130.85|14195|1528|179.2
559	WS125113		03120
560	WS318744		03335
561	WS279912		03775
562	WS246516		03240|0411|0523.5|0616.5
563	WS109129		03120|048.3|051|0610
564	WS109517		0381.5|046.1|054.65|063.6
565	WS109525	1 trung=180|0.5 lớn=115|1 nhỏ=150|0.1 rất nhỏ=15|1 chén (thái lát)=140|1 phục vụ=165	0356|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
566	WS112629		03110
567	WS42503	1 miếng=325	03205|0430.5|059|093.4|103.85|110.35|127|132.55|14250|1541|1690|180.1
568	WS125060		03270
569	WS31114		03135|0412.5|053.6|062.1|080.35|092.6|102.65|111.45|1239.5|133.2|14210|15120|16375|181.75
570	WS120609		0331|041.7|0511.5
571	WS74877		03210|0434|052.85|0613.5
572	WS168609		03115|0424
573	WS57628	1 chén lớn=355|1 chén nhỏ=180|1 ly	0352|042.6|051.95|066.05|070.3|080.55|090.55|100.85|110.55|129|131.35|1444|15705|1611
574	WS84090	1 vừa (9 cm đến 10 cm)=105|1 lớn (11 cm)=130|1 bánh mì tròn nhỏ (6 cm)=26|1 nhỏ (8 cm)=69	03255|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
575	WS56028		0348
576	WS143759		0388
577	WS56028		0348
578	WS54612		0322|045.5|050.9
579	WS54251		03195|054.65
580	WS150774		03385|04595|05150|064950
581	WS150717	100 gram	0385|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
582	WS127759		0344|043|050.3
583	WS160672		03280|0496.5|0535|0648
584	WS31880	1 lát=8|1 lát dày=12|1 lát mỏng=5	03540|0437|0542|061.45|0913.5|1018.5|114.55|1211|131.45|14565|151700|16110|181
585	WS29265	1 lớn (10 cm)=135|1 nhỏ dưa (10 cm)=37|1 lát=7|1 miếng=65	0312|040.6|050.15|062.6|071.1|081.3|090.05|110.05|1242|130.35|1492|15875|170.8
586	WS84090	1 vừa (9 cm đến 10 cm)=105|1 lớn (11 cm)=130|1 bánh mì tròn nhỏ (6 cm)=26|1 nhỏ (8 cm)=69	03255|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
587	WS100972		0351
588	WS94521		0327.5|041.3|051.25|062.05
589	WS94518	1 bánh=55	03390|044.25|0510|0671|070.7|0835.5|092.65|105.75|111.25|1211|134.05|1471|15310
590	WS43084		03455|049.15|0517.5|0666.5
591	WS46812	1 miếng=100|1 ly	0369|044.75|050.55|0617|075.6
592	WS37446		03310|049.2|056.5
593	WS112229		03220
594	WS61025		03200
595	WS46285		03105|0414|055.75|060.45
596	WS60895		0336.5|0438|053.5|060.95
597	WS43084		03455|049.15|0517.5|0666.5
598	WS44931		03120
599	WS42371		03205
600	WS54599		0317.5
601	WS54618		0323
602	WS52732		0374|043.6|052.7|067.75
603	WS52815		0376|051.6|0611
604	WS30794	1 ly	03355|047.5|050.4|0684|073.3|089.5|090.1|100.05|110.2|127|1329|14170|15730|1721|183.6
605	WS109525	1 trung=180|0.5 lớn=115|1 nhỏ=150|0.1 rất nhỏ=15|1 chén (thái lát)=140|1 phục vụ=165	0356|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
606	WS60843		03160|0454|054.5|0618.5
607	WS180361		03455
608	WS61013	100 mili lít|100 gram	03105|044.85|051.4|0624|082.9|090.9|100.4|110.05|12150|130.05|14195|1558|166|170.7|181.3
609	WS61015		03175
610	WS57179		0376
611	WS59516		0358|0419.5|054.35|0615
612	WS65442		03140|040.2|050.7|0637|070.3|0844.5|090.05|110.05|127|130.1|1472|157|1713
613	WS39020	1 vú=160|2 cánh=68|1 đùi	03220|0430.5|059.1|061.7|070.1|092.45|103.35|112.15|1217|131.35|14255|1591|1694|180.1
614	WS126988		03565
615	WS126988		03565
616	WS31114		03135|0412.5|053.6|062.1|080.35|092.6|102.65|111.45|1239.5|133.2|14210|15120|16375|181.75
617	WS150774		03385|04595|05150|064950
618	WS94509		03280|0410.5|053.4|0650.5|074.2|086.1|090.8|100.65|111.6|12140|133.5|14180|15520|170.2
619	WS126679		03400|048.5|05195|0649.5
620	WS124295		0375
621	WS125259	1 ly	03365|0450|0513.5|06925|079|0821|090.8|101|111.6|12345|1328|14485|15400|1720.5|183.4
622	WS120609		0331|041.7|0511.5
623	WS84090	1 vừa (9 cm đến 10 cm)=105|1 lớn (11 cm)=130|1 bánh mì tròn nhỏ (6 cm)=26|1 nhỏ (8 cm)=69	03255|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
624	WS83169		03155
625	WS78726	5 vòng bánh=16|1 hình chữ nhật=4|5 miếng=4|1 goi nho=40	03455|048.95|0517.5|0667.5|073.7|0814|092.75|104.3|119.25|1281|134.7|14205|15785
626	WS42929		03135
627	WS150723		03230|0424.5|052.15|0676
628	WS150784		03580
629	WS150945	0.2 Cúp=24|1 ly	03430|0422|0515.5|0650.5|0852|090.5|100.2|110.05|121250|130.3|141800|15535|1620|176.8
630	WS149810	1 muỗng canh=12|1 ly	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
631	WS151075	1 ly|1 có thể=355|1 chén nhỏ=180	0322|065.5|085.5|1217|1712.5
632	WS152432		03170
633	WS152828	1 thường xuyên=7.2|1 chén (nhỏ)=50|10 thu nhỏ=7	03320|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
634	WS162322		03170|0451.5|057.35|0610.5
635	WS166267	1 gói=7.2|1 muỗng cà phê=4|1 muỗng canh=12	03325|0440.5|057.6|0641|0727|091|104.3|1230|132.15|14955|1551|170.3
636	WS109883		0328.5
637	WS160663		03325|0410|057.35|0659.5
638	WS61291	0.6 chén nhỏ=105|2 chén lớn=710|1 ly	037|041.15|050.2|060.05|090.1|100.1|126|130.15|1454|15370
639	WS94524		03345
640	WS89510		03320|041.4|050.2|0630.5
641	WS50603		03410
642	WS48191		03350
643	WS52815		0376|051.6|0611
644	WS54599		0317.5
645	WS54602		0317|040.7|050.2|063.35
646	WS54612		0322|045.5|050.9
647	WS109129		03120|048.3|051|0610
648	WS54741	100 gram	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
649	WS74877		03210|0434|052.85|0613.5
650	WS60335		0377.5
651	WS60843		03160|0454|054.5|0618.5
652	WS318744		03335
653	WS210793	1 trung bình (6 cm đến 8 cm)=215|2 nhỏ (4 cm đến 6 cm)=250|1 lớn (8 cm đến 11 cm)=370	03120|042.05|050.95|0623|071.5|081.7|090.05|110.05|125|130.35|14390|155|1713
654	WS31113	1 phục vụ=125|0.1 phục=25|9 miếng=125	03295|0425.5|0521|097.7|109.25|111.85|1222|131.3|14360|1573|1694|170.7|180.5
655	WS31114		03135|0412.5|053.6|062.1|080.35|092.6|102.65|111.45|1239.5|133.2|14210|15120|16375|181.75
656	WS29693	1 phi lê=115|1 p=100	0396|0420|051.7|090.6|100.5|110.35|1210|130.55|14300|1552|1650.5|183.1
657	WS29940	1 phục vụ=48|2 cái=125|2 chiếc=125|2 cái rán=160	03345|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
658	WS54618		0323
659	WS160687		03150|0426.5|053.95|0620
660	WS103943		0394.5|0420|0516|0612
661	WS124295		0375
662	WS120609		0331|041.7|0511.5
663	WS139944	0.5 gan=22|0.5 cái	03120|0417|054.85|060.75|091.55|101.25|111.3|128|139|14230|1571|16345|1718
664	WS143759		0388
665	WS143764		03195
666	WS160530		03255|0515|0632
667	WS160663		03325|0410|057.35|0659.5
668	WS94509		03280|0410.5|053.4|0650.5|074.2|086.1|090.8|100.65|111.6|12140|133.5|14180|15520|170.2
669	WS160672		03280|0496.5|0535|0648
670	WS84090	1 vừa (9 cm đến 10 cm)=105|1 lớn (11 cm)=130|1 bánh mì tròn nhỏ (6 cm)=26|1 nhỏ (8 cm)=69	03255|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
671	WS169800	0.5 muỗng canh=7|2 muỗng cà phê|1.5 ly	03875|040.3|0599.5|0962|1028.5|113.7|124|145|152|16255|181.8
672	WS169925		03270|0436|0517.5|0628
673	WS46812	1 miếng=100|1 ly	0369|044.75|050.55|0617|075.6
674	WS41850	1 đùi (không có da)=150|1 đùi (với da)=190	03215|0416.5|0516.5|060.25|094.45|106.85|113.45|128.05|130.65|14205|1577.5|1697.5|180.1
675	WS42373		0349.5
676	WS42503	1 miếng=325	03205|0430.5|059|093.4|103.85|110.35|127|132.55|14250|1541|1690|180.1
677	WS44931		03120
678	WS78272		03150|04205|0554
679	WS99448		03135|0444|0534|06120
680	WS160664		03435
681	WS109525	1 trung=180|0.5 lớn=115|1 nhỏ=150|0.1 rất nhỏ=15|1 chén (thái lát)=140|1 phục vụ=165	0356|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
682	WS126863		0337|041.35|068
683	WS126869		03190
684	WS171489		03370|0527|069.25
685	WS167621	10 chip=12|1 ly|1 túi=170	03470|045|0518|0671.5|074.8|085|092.65|109.9|114.25|12125|130.8|14720|15635
686	WS169800	0.5 muỗng canh=7|2 muỗng cà phê|1.5 ly	03875|040.3|0599.5|0962|1028.5|113.7|124|145|152|16255|181.8
687	WS160530		03255|0515|0632
688	WS162322		03170|0451.5|057.35|0610.5
689	WS178340		03250|059.45|0632.5
690	WS55232	0.2 chén nhỏ=35.5|1 chén lớn=355|1 viên=1|1 ly	0378|043|051.9|0612|070.7|089.55|091.2|100.45|110.1|12110|130.25|14170|1566|168|181.2
691	WS109213		03170
692	WS149008		0321|0413.5|0633.5
693	WS109862		03430|0418|054.7
694	WS112851		0373
695	WS37393		03250
696	WS40163	1 muỗng canh=5	03605|0448.5|0543|061.55|080.3|0913.5|1017|116.85|12235|134.35|14540|15480|161650|183.1
697	WS40826		0342
698	WS60444	2 muỗng canh=32	03590|0425|0550.5|0619.5|076|089.2|0910.5|1024|1114|1243|131.85|14650|15460
699	WS65442		03140|040.2|050.7|0637|070.3|0844.5|090.05|110.05|127|130.1|1472|157|1713
700	WS128118		0368
701	WS114644	2 phục vụ=180|1 chén (miếng 1 cm. xắt nhỏ. lỏng lẻo đóng gói)=57|8 lớn lá (khoảng 18 cm)=120|1 chén (miếng 1 cm, xắt nhỏ, lỏng lẻo đóng gói)=57|1 vừa lá (khoảng 14 cm)=8|1 rau diếp trung bình (15 cm)=540|1 lớn rau diếp (15 cm)=755	0315|041.35|050.15|062.85|071.3|080.8|110.1|1236|130.85|14195|1528|179.2
702	WS279912		03775
703	WS54607		03110|041.3|0624
704	WS54733	1 gói=14|1 hộp to=40|5 cái=30|1 phục vụ	03275|040.15|0677.5|071|0851|127.6|130.2|1454.5|1530|170.9
705	WS48569	2 muỗng canh=32	03520|0426|0534|0635.5|075.2|089.3|095.75|1016|119.2|1235|131.9|14670|15540
706	WS52815		0376|051.6|0611
707	WS55136	1 trung=44|1 lớn=50|1 nhỏ=38|1 cực lớn=56|1 muỗng canh=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
708	WS56369	100 gram	03580|0419.5|0550|0624|0711|082.75|095.2|109.5|1133|1270|133.8|14850|153|171.4
709	WS78272		03150|04205|0554
710	WS76279	1 muỗng canh=17|1 ly=280	03170|040.8|050.65|0641|070.9|0833|090.05|100.1|110.1|1233|130.65|14230|151050|170.6
711	WS125113		03120
712	WS278320		03290
713	WS128118		0368
714	WS280114	1 chén nhỏ=180|2 ly|1 chén lớn=355	0317|040.75|050.05|064.25|070.4|083.55|1210|130.45|14230|15270|1718.5
715	WS266835		03150|0520.5|0632
716	WS249912		0399500|059000|0630500
717	WS246516		03240|0411|0523.5|0616.5
718	WS149810	1 muỗng canh=12|1 ly	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
719	WS150705	1 muỗng canh=13.5|1 muỗng cà phê	03885|05100|0918|1040.5|1137
720	WS150784		03580
721	WS55448	1 muỗng canh=16|1 muỗng cà phê|1 gói cá nhân=8.9	0353|048.15|050.55|064.95|070.8|080.4|090.05|100.1|110.25|1233|131.45|14435|155500
722	WS354998		03145
723	WS169800	0.5 muỗng canh=7|2 muỗng cà phê|1.5 ly	03875|040.3|0599.5|0962|1028.5|113.7|124|145|152|16255|181.8
724	WS169925		03270|0436|0517.5|0628
725	WS171489		03370|0527|069.25
726	WS143764		03195
727	WS150784		03580
728	WS150988	1 lon=330|1 chén nhỏ=180|2 chén lớn=710|1 ly	0341.5|040.45|063.55|124|1427|154
729	WS152828	1 thường xuyên=7.2|1 chén (nhỏ)=50|10 thu nhỏ=7	03320|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
730	WS139947		03215
731	WS54432	1 muỗng canh=21|1 muỗng cafe=21	03305|040.3|0682.5|070.2|0882|126|130.4|1452|154|170.5
732	WS318744		03335
733	WS126857		03125
734	WS305590		03580|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
735	WS280114	1 chén nhỏ=180|2 ly|1 chén lớn=355	0317|040.75|050.05|064.25|070.4|083.55|1210|130.45|14230|15270|1718.5
736	WS101540	1 lát=28|0.9 gói (tan chảy)=155	03285|0422|0520.5|064.4|080.6|0911|104.85|110.5|12730|130.25|1495|15650|1654|180.4
737	WS109863		03485
738	WS112851		0373
739	WS111268	32 đậu phộng=28|1 ly=18	03600|0428|0552.5|0615.5|079.4|084.2|098.7|1026|1115.5|1261|131.5|14725|156|170.8
740	WS109474		03130
741	WS58780		0324.5|040.9|050.3|064.3|071.4|082.6|090.05|110.15|1227|130.35|14190|151|175.5
742	WS52732		0374|043.6|052.7|067.75
743	WS46205		03200
744	WS44879		03200|04150|0525|0625
745	WS102817		03260|0423|0517.5|0622
746	WS100402	1 que=80	03215|043.8|0511|0628|071.2|0825.5|096.8|103.2|110.4|12110|130.95|14250|1576|1634|170.7|180.2
747	WS78272		03150|04205|0554
